GeneSymbol	D0-DC-n1	D0-DC-n2	D0-DP-n1	D0-DP-n2	D0-DP-n3	D4-DC-n1	D4-DC-n2	D4-DC-n3	D4-DP-n1	D4-DP-n2	D4-DP-n3	D7-DC-n1	D7-DC-n2	D7-DP-n1	D7-DP-n2	D7-DP-n3
Gm8994	0	0	8	2	2	6	3	1	0	0	1	1	0	0	2	6
Gm9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm9047	4	2	6	6	0	0	3	0	1	0	0	0	0	0	2	0
Gm9054	26	62	0	4	11	18	34	14	7	0	2	66	50	17	18	9
Gm9079	7	6	4	1	11	2	4	0	2	9	4	6	6	0	0	8
Gm9159	0	0	3	2	8	0	1	0	0	0	0	2	0	1	0	1
Gm9199	20	30	22	15	6	3	23	15	39	41	59	4	28	12	38	50
Gm94	0	2	0	0	0	0	0	0	0	0	2	18	13	0	2	0
Gm9573	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Gm960	1	6	11	0	2	4	1	0	0	1	0	0	8	2	1	5
Gm9696	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm973	11	9	1	0	2	0	4	16	1	11	0	30	28	15	1	1
Gm9731	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Gm9733	192	151	0	0	6	37	48	85	0	0	0	119	108	0	1	0
Gm9776	51	52	171	150	124	89	61	74	129	52	24	60	66	66	121	184
Gm9833	23	8	28	25	41	2	13	7	31	16	31	10	14	24	30	50
Gm9895	16	5	28	16	11	20	23	5	8	14	0	26	16	12	6	19
Gm9920	5	10	14	9	7	21	4	5	4	3	4	10	4	5	1	7
Gm9926	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm9958	44	22	104	29	35	0	74	0	57	53	32	22	14	40	41	61
Gm996	34	21	5	30	13	2	1	2	7	4	14	52	58	6	7	9
Gm9961	0	6	0	0	0	13	0	1	2	0	0	0	0	0	2	0
Gm9992	6	1	0	0	2	1	1	1	0	0	0	4	2	0	1	0
Gm9999	0	2	3	0	0	2	4	0	0	0	0	0	0	0	0	0
Gmcl1	1989	1918	3942	3884	4159	1021	1869	1509	3287	2825	2749	1705	2456	3566	4276	6037
Gmds	992	902	920	787	694	655	796	764	936	1171	896	1213	1361	923	1007	1102
Gmeb1	138	141	245	376	410	69	85	159	249	185	222	180	235	410	474	463
Gmeb2	775	778	874	1025	1034	525	622	548	873	887	697	487	753	838	1051	1601
Gmfb	5571	5193	7046	4338	4514	3800	3890	4023	4514	4927	4625	3882	5500	3693	5182	7450
Gmfg	2258	1921	8117	5690	4796	4327	3593	3074	3282	2781	2616	1739	2479	6317	7428	8827
Gmip	2675	2547	1140	1586	1360	1782	2496	2784	1759	2415	2075	3240	3807	1146	1216	2149
Gml	0	0	10	0	0	0	0	0	2	0	1	0	2	1	15	18
Gml2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmnc	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmnn	824	791	5840	3447	3671	1498	771	1124	2933	4153	2845	1236	1350	4410	4022	3809
Gmppa	1898	1919	1136	881	647	1891	1788	1472	951	1186	1214	2118	2036	873	990	972
Gmppb	2190	2272	1252	890	846	1383	1581	862	969	1227	861	2016	1893	639	1003	1376
Gmpr	155	137	341	125	214	162	161	97	135	243	150	238	363	69	100	218
Gmpr2	2352	2312	2557	1907	2165	2578	1757	1856	1915	2154	1716	3286	3212	2308	2132	2777
Gmps	3281	3563	6889	5261	5864	3537	3934	3776	7100	10805	7592	3198	4210	5795	6691	8192
Gna11	1117	1252	1221	935	878	548	495	561	701	872	622	727	989	898	1185	1375
Gna12	2572	2416	582	929	840	2396	3849	3728	1095	932	896	3902	5498	600	1016	1202
Gna13	7827	8897	5265	4264	4111	5519	7513	7491	4717	4607	4595	6702	7636	3608	4700	6121
Gna14	58	73	12	4	0	0	99	12	0	39	0	119	104	0	2	0
Gna15	2557	2552	75	56	52	1677	1748	1673	182	449	308	2431	2325	41	28	49
Gnai1	21	24	2	0	0	91	0	54	0	0	1	21	10	0	0	0
Gnai2	43123	42035	26898	36431	30644	48368	50974	45004	28373	28655	27702	42932	46505	36365	40140	45793
Gnai3	9252	9787	21462	15586	15334	10104	11733	10892	14722	15448	13137	7028	9863	12648	17114	23456
Gnal	472	457	763	779	555	344	423	327	603	404	460	437	571	495	696	1153
Gnao1	2	12	0	4	0	0	0	0	0	2	0	0	0	0	0	0
Gnaq	866	836	81	103	74	755	1352	992	103	48	80	919	1051	13	40	101
Gnas	41149	40085	18942	30905	27421	34262	34547	30038	26326	32277	29429	33995	36201	29259	29995	30524
Gnat1	18	21	33	78	23	6	0	20	37	29	33	3	11	49	29	40
Gnat2	8	4	0	4	3	0	0	0	13	12	6	6	15	0	0	5
Gnat3	7	3	15	0	0	12	0	0	8	0	0	9	10	0	0	0
Gnaz	8	2	0	0	20	0	0	28	0	0	4	2	9	0	12	1
Gnb1	13930	13861	15125	13517	12798	17718	19007	15840	11334	15244	11692	14674	16228	13598	15265	16731
Gnb1l	280	218	1313	1031	788	348	322	254	726	1054	886	250	425	898	829	988
Gnb2	9145	8775	8809	8140	6947	9710	9581	8508	6162	6752	5459	11354	11750	8882	9259	9938
Gnb2l1	10087	10303	33792	13868	13119	17793	14734	12610	19172	32442	23774	12987	13342	16246	16479	16515
Gnb3	0	0	10	4	0	48	76	21	68	0	2	9	20	2	1	0
Gnb4	2630	2244	1150	856	704	214	335	633	601	385	605	1376	1415	763	720	938
Gnb5	126	144	422	419	298	245	114	123	258	145	134	85	192	382	417	318
Gne	1906	2047	1137	1113	876	756	628	919	951	1134	1115	791	1276	922	1150	1494
Gng10	12228	12627	6091	2400	2059	8758	7447	5370	2018	3355	2319	13034	10018	1810	2205	2905
Gng11	20	6	2	2	0	79	40	86	4	0	5	19	76	2	6	0
Gng12	3601	4183	721	740	845	2003	2356	1961	645	688	421	2886	3212	536	644	796
Gng13	0	0	0	0	0	6	6	0	1	0	7	3	2	0	1	0
Gng2	3317	3490	196	223	221	2429	3340	3298	532	502	756	3518	3461	95	265	294
Gng3	1	13	1	4	5	4	0	9	5	3	14	0	0	11	10	17
Gng4	107	68	22	27	36	16	66	16	28	26	22	20	45	32	35	13
Gng5	2804	2474	4256	2573	2234	5533	4420	3607	1955	2582	2105	3838	3638	3025	2870	3283
Gng7	6	2	24	10	10	2	132	138	7	12	29	46	89	1	10	16
Gng8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Gngt1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Gngt2	1861	1515	1170	802	665	3527	3057	2424	494	636	535	3280	2779	901	895	1209
Gnl1	3206	2824	2555	2595	2189	2750	2601	2584	2572	3579	3146	2628	2967	1703	2214	2719
Gnl2	1843	1988	728	2141	2183	1625	1816	1691	2339	3628	2606	2363	2683	1929	2376	2588
Gnl3	1039	1061	1125	820	846	1725	1515	1438	1490	2740	2169	1411	1381	736	675	849
Gnl3l	1832	2076	2121	1845	2213	1517	1635	1445	2478	3242	2657	1573	2128	1836	2584	3056
Gnmt	10	5	14	5	0	13	8	6	7	1	0	4	3	0	3	0
Gnpat	2768	2839	5757	3920	4345	2360	3301	3066	4336	5099	4254	2783	3951	3536	4766	6661
Gnpda1	3368	3046	1724	1617	1600	4551	4595	4770	1395	1912	1740	4635	5180	1397	1828	2232
Gnpda2	936	779	2048	1314	1280	1101	1049	1004	1073	1223	1085	749	1114	1612	2061	2427
Gnpnat1	704	755	1097	531	563	780	778	595	775	1184	1085	718	661	442	376	572
Gnptab	1899	2051	401	750	655	695	1421	1318	1213	1315	1141	1237	2003	545	786	957
Gnptg	1033	1021	1509	1270	1012	1650	1691	1442	1280	1580	1532	1264	1400	1364	1384	1676
Gnrh1	0	0	0	0	3	0	0	0	1	3	1	3	3	0	0	0
Gnrhr	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gns	13764	14738	472	867	807	9946	17595	17762	1480	1084	1508	16209	20203	625	1100	1535
Golga1	220	241	227	356	165	416	346	262	306	282	245	210	290	175	347	415
Golga2	1163	1007	95	734	777	463	937	1016	738	573	798	948	1150	625	987	1225
Golga3	1077	1003	145	1060	1215	352	819	1298	1065	957	1083	984	1310	925	1295	1820
Golga4	1377	1051	136	1272	1083	854	1408	1209	934	835	858	1324	1778	902	1472	1736
Golga5	1497	1323	398	1297	1398	1171	1423	1101	1602	1264	1355	1401	1802	1234	1598	2096
Golga7	4601	4495	6649	4547	4728	4407	4608	3997	3848	4507	4075	4634	4827	4333	5270	6745
Golga7b	5	2	0	0	0	0	10	6	0	0	0	0	6	0	0	0
Golgb1	743	863	64	458	373	700	510	499	436	492	361	967	1087	404	378	609
Golim4	811	818	138	250	249	488	777	647	328	466	507	950	969	217	252	441
Golm1	1193	1255	15	48	60	1396	1687	1696	335	1015	1156	1328	1644	0	10	12
Golph3	6932	7616	9516	6431	6054	5324	7644	6214	6902	6601	5652	5529	6890	5235	7241	10613
Golph3l	1371	1486	2842	2450	2619	907	1382	1228	1397	1646	1406	1265	1795	2301	3187	4003
Golt1a	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Golt1b	1213	1364	3141	2088	1675	1737	1684	1285	1735	2336	1640	1450	1644	2143	2073	2471
Gon4l	158	207	38	250	134	215	207	166	356	182	307	189	351	177	228	351
Gopc	902	968	779	810	982	482	1236	871	832	1370	1147	886	1101	772	913	1426
Gorab	239	205	207	434	369	250	294	239	248	328	276	168	288	276	348	516
Gorasp1	514	499	274	280	280	570	833	459	207	316	205	666	686	191	251	297
Gorasp2	7092	6787	6197	5489	5510	5780	7030	6151	5827	7602	5875	6360	7813	5279	6934	7975
Gosr1	1960	2053	1286	1660	1818	1616	1980	1758	1692	1663	1709	1770	2294	1494	1928	3144
Gosr2	10776	10676	6962	6152	6189	6042	9146	7723	6271	7173	6341	9290	11131	5119	6790	9456
Got1	7425	8000	2343	1695	1620	6431	7807	6363	2992	4691	3592	7736	6798	1617	1768	2404
Got2	7716	7805	4526	4287	4445	5191	5644	4696	6077	8846	6689	8297	8876	4602	4824	5330
Gp1ba	11	4	0	0	2	0	0	4	0	5	0	0	8	0	2	14
Gp1bb	2	6	0	0	0	97	12	32	0	2	6	0	2	0	0	0
Gp2	0	8	0	0	10	0	0	0	0	0	0	42	24	0	0	0
Gp5	0	6	2	21	0	39	39	40	0	0	2	0	0	6	2	8
Gp6	0	0	1	0	0	1	15	14	0	0	1	0	0	0	1	0
Gp9	0	4	0	0	11	48	45	20	0	0	0	3	0	0	0	0
Gpa33	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gpaa1	1655	1779	1698	1367	1360	2217	2350	2427	1610	2582	1978	2065	2373	1609	1560	1786
Gpalpp1	1104	1023	598	794	1233	734	875	892	1339	1204	1237	994	1300	1291	1463	1696
Gpam	207	269	212	283	413	146	171	233	407	536	538	170	275	143	296	507
Gpank1	553	614	1144	1239	964	542	609	573	728	1069	777	438	493	965	1087	1389
Gpat2	14	20	0	26	4	0	8	6	0	0	24	8	3	0	9	8
Gpatch1	446	482	119	593	347	362	492	247	353	584	231	353	505	301	621	637
Gpatch11	571	418	388	785	666	602	433	511	412	542	566	681	736	693	724	976
Gpatch2	396	444	458	447	394	299	416	370	424	281	374	392	595	420	560	634
Gpatch2l	1626	1720	970	1449	1148	594	1289	1261	1178	1041	1008	1124	1446	1201	1436	2368
Gpatch3	606	602	526	662	600	764	693	650	548	427	354	777	745	496	570	969
Gpatch4	408	266	142	426	459	399	536	359	608	1058	981	364	458	441	366	429
Gpatch8	1310	1371	357	1968	1833	784	1428	894	1420	1078	1322	917	1503	1927	2457	3263
Gpbar1	13	19	19	12	19	14	0	18	2	6	18	12	21	10	21	3
Gpbp1	5903	6771	6770	8301	7628	4459	5599	5125	7146	7441	6361	4625	6243	7255	10000	12349
Gpbp1l1	984	902	1012	975	892	547	814	671	892	1181	1036	902	1066	832	1049	1539
Gpc1	851	756	483	593	686	465	659	460	656	378	472	225	277	259	319	371
Gpc2	26	46	26	58	73	2	0	8	49	1	6	39	42	70	88	131
Gpc3	6	11	0	0	0	43	8	73	19	24	64	12	18	10	2	26
Gpc4	34	16	0	0	0	26	11	23	0	0	18	243	330	0	0	2
Gpc5	2	1	0	2	2	27	0	0	0	0	6	2	0	3	3	0
Gpc6	0	0	0	0	0	19	1	0	1	0	8	12	20	2	6	16
Gpcpd1	9715	11244	4045	3472	3052	5885	6924	5696	3656	3093	3024	8746	9589	1935	2988	4607
Gpd1	48	39	0	7	0	57	34	38	0	0	14	194	291	1	0	12
Gpd1l	2769	2867	2684	1754	1936	1889	2220	2705	2685	3146	3294	2312	3231	1361	1671	2629
Gpd2	4746	5725	1562	1737	1820	1786	3348	2838	1848	2467	2031	3822	3997	1881	1816	2519
Gper1	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8
Gpha2	0	0	3	2	1	0	0	0	0	0	0	0	2	0	0	0
Gphb5	10	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
Gphn	464	368	503	483	375	521	530	398	693	646	476	547	561	428	504	762
Gpi1	11758	12413	8438	9266	8490	12806	13526	13108	9665	14122	11398	11930	13156	8761	9357	10967
Gpihbp1	0	0	0	0	2	0	0	0	0	0	0	32	44	0	2	0
Gpkow	2251	2410	2237	3245	2955	1599	2363	2468	3418	2932	2863	1830	2727	2462	3578	4911
Gpld1	205	242	140	152	200	65	92	120	398	232	278	166	289	191	268	423
Gpm6a	0	0	12	0	0	0	30	96	8	0	208	0	38	32	4	0
Gpm6b	668	727	16	8	32	130	182	62	23	23	69	147	185	2	6	30
Gpn1	1887	1707	2220	1426	1511	1835	1674	1546	2016	2697	2023	2051	2260	1358	1496	1671
Gpn2	391	428	860	557	623	591	504	335	539	721	561	538	555	521	739	645
Gpn3	911	947	3569	1782	1802	1137	905	1063	1881	2824	1981	1001	1121	1890	2214	2134
Gpnmb	566	420	58	47	22	3241	6330	5143	57	192	179	7640	6823	49	114	48
Gpr1	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0
Gpr101	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr107	1866	1817	1486	1086	1209	1414	1820	2078	1269	899	1056	1702	2465	1261	1583	2745
Gpr108	3854	3916	2280	1863	2039	3818	4998	4031	1770	1814	2051	4335	4349	2229	2226	2868
Gpr12	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Gpr132	5263	4976	4673	6064	5155	5304	5332	5542	4802	4598	4294	4273	4577	4836	6657	8803
Gpr135	13	19	0	4	4	17	0	4	3	0	0	9	5	0	0	0
Gpr137	570	653	242	211	111	556	670	622	118	242	139	649	675	179	166	264
Gpr137b	1555	1789	48	25	7	970	1251	1044	194	51	46	2412	2714	18	15	32
Gpr137b-ps	1699	1725	104	254	180	1127	2092	1551	291	118	171	2448	2901	116	158	232
Gpr137c	15	3	10	4	12	2	5	4	13	5	8	9	5	7	6	13
Gpr141	1240	1142	20	25	11	428	409	683	14	0	0	851	957	17	0	11
Gpr143	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
Gpr146	2829	2634	1353	1334	1152	1903	2413	1837	1545	1652	1903	1599	2235	919	1306	1697
Gpr149	2	5	0	0	0	0	24	0	0	0	0	0	0	0	0	0
Gpr15	11	35	0	0	0	28	11	13	37	31	83	9	9	9	4	0
Gpr150	12	8	1	0	0	51	6	16	0	0	0	6	6	0	0	0
Gpr151	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Gpr152	5	17	0	0	0	1	5	0	1	4	0	3	6	0	0	1
Gpr153	22	12	0	0	6	80	40	46	0	36	2	19	61	3	0	5
Gpr155	1122	895	148	74	144	477	729	963	187	273	154	473	534	78	133	125
Gpr156	2	0	0	26	4	0	0	0	0	0	0	0	0	0	0	2
Gpr157	1051	863	71	30	61	375	91	340	51	63	48	1211	1369	60	57	82
Gpr158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
Gpr160	480	501	67	2	20	1431	1351	1201	73	178	193	468	714	30	26	0
Gpr161	0	8	0	1	0	0	0	0	0	0	0	0	4	0	0	0
Gpr162	266	247	1177	1218	915	59	55	105	436	60	35	325	593	989	1367	2065
Gpr165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Gpr17	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gpr171	30802	29478	8106	8592	7918	7171	7582	6218	7191	6397	6068	19073	15818	6960	11182	15621
Gpr173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gpr174	575	679	475	238	436	410	194	531	410	741	993	84	159	114	193	211
Gpr176	38	25	0	0	0	0	3	26	0	0	1	120	112	0	0	0
Gpr179	10	0	0	6	15	2	1	4	35	26	4	2	17	57	30	17
Gpr18	3016	2788	549	274	282	2631	2168	2654	2388	4347	5335	808	745	121	174	242
Gpr180	752	736	958	857	676	949	1286	792	683	902	844	977	1167	686	814	965
Gpr182	1	0	0	0	0	0	0	10	1	0	0	5	0	6	0	0
Gpr183	7538	6690	572	384	343	4112	3484	3063	908	2047	2017	4554	4103	130	214	297
Gpr19	97	126	412	267	330	145	76	130	251	244	267	106	156	273	328	392
Gpr20	47	18	76	18	27	16	0	81	14	82	40	2	8	14	54	32
Gpr21	0	9	0	21	8	37	0	0	10	0	4	6	2	2	6	0
Gpr22	1	0	4	16	9	1	0	0	0	0	0	4	4	0	16	9
Gpr25	35	42	218	101	105	103	95	79	241	422	278	20	55	106	89	84
Gpr27	0	4	0	0	2	6	0	6	0	0	0	0	4	0	0	3
Gpr3	23	22	100	244	152	31	40	1	131	2	21	27	46	76	180	182
Gpr31b	30	16	0	0	0	0	22	3	0	0	0	8	11	0	0	0
Gpr33	397	396	20	0	8	33	157	54	0	0	0	464	370	0	0	2
Gpr34	1110	1021	63	16	37	1252	1849	1237	174	393	390	1427	1358	18	15	41
Gpr35	4308	3883	80	26	6	5077	7758	5459	78	44	151	3865	3847	13	2	20
Gpr37l1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gpr39	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
Gpr4	1314	1496	18	30	38	279	450	144	2	0	18	1764	1293	24	10	18
Gpr45	0	3	0	0	1	0	2	0	0	0	0	2	0	0	0	0
Gpr50	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0
Gpr52	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr55	335	458	110	20	35	131	243	263	165	231	300	113	142	21	30	79
Gpr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Gpr61	16	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Gpr62	0	2	0	0	0	0	0	0	0	3	0	0	0	2	1	1
Gpr65	6195	6467	403	602	559	5245	5587	4752	1366	2032	1647	7433	6454	471	508	869
Gpr68	1548	2124	97	57	31	971	1380	1341	622	1061	1455	1503	1793	33	16	8
Gpr75	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2
Gpr82	204	209	6	15	0	87	128	109	4	2	10	225	110	22	4	9
Gpr83	157	195	179	76	71	325	165	141	428	637	920	55	77	161	139	310
Gpr84	51	43	0	8	0	591	1130	583	0	30	26	94	140	12	0	0
Gpr85	183	148	0	0	0	133	246	109	0	0	2	59	42	0	0	0
Gpr87	2	11	0	4	0	0	0	16	1	16	0	0	6	1	4	2
Gpr88	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gpr89	929	921	1380	1028	836	797	859	960	1051	1256	1033	984	1106	950	1083	1215
Gprasp1	499	716	473	1283	999	142	330	291	937	538	617	229	414	821	892	1522
Gprasp2	81	96	278	351	290	0	0	0	143	78	72	22	71	113	152	180
Gprc5a	516	524	48	120	120	1715	1683	933	170	204	230	583	722	10	104	74
Gprc5b	8	6	27	38	37	77	78	106	10	11	15	10	26	16	14	12
Gprc5c	728	742	66	5	4	1123	921	902	61	5	11	631	469	12	11	15
Gprc5d	2	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0
Gprin1	5	1	9	0	2	2	2	2	2	0	2	4	7	1	0	2
Gprin2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3
Gprin3	14	63	32	14	3	179	221	253	200	497	547	24	62	14	28	45
Gps1	3017	2989	3667	2615	2654	3392	3259	3209	2667	3951	3096	3494	3789	2454	2505	2941
Gps2	1689	1751	1070	2354	2084	1912	1536	1773	1644	1924	1662	2111	1958	2455	2598	2959
Gpsm1	466	490	666	648	574	310	459	647	727	981	825	426	528	590	798	1127
Gpsm2	657	1051	1975	2265	2321	626	560	598	2521	2157	1967	479	1161	3080	2904	3721
Gpsm3	2202	2099	1687	3291	2372	2891	2215	1951	1796	1522	1290	2418	2316	2478	2874	4336
Gpt	118	79	266	171	126	171	130	92	104	190	132	72	122	147	180	164
Gpt2	846	884	90	81	115	175	378	569	110	140	158	865	985	46	90	133
Gpx1	51449	51103	28245	14863	11466	125458	103522	89706	11179	15293	12845	77353	68225	13192	13818	16028
Gpx2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
Gpx2-ps1	4	0	22	24	9	0	0	6	3	0	2	6	4	7	12	23
Gpx3	64	99	50	33	14	664	1316	786	87	74	138	238	599	48	32	36
Gpx4	2743	2726	8259	4457	3927	4729	4274	3445	3175	3467	2650	3098	2866	4860	4417	5479
Gpx5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Gpx6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gpx7	35	6	28	14	16	45	39	70	27	17	24	42	69	12	40	32
Gpx8	1	1	4	8	6	16	63	8	23	8	33	30	18	28	8	8
Gramd1a	1698	1712	1627	3077	2504	1888	1900	2310	2066	3031	3137	1546	1980	1736	2765	4144
Gramd1b	753	897	63	230	192	407	1011	850	232	516	498	771	1069	102	84	184
Gramd1c	133	184	83	69	107	10	134	84	82	77	101	173	129	95	105	172
Gramd2	138	183	0	0	0	47	32	35	22	8	1	191	200	0	0	9
Gramd3	3680	3144	6439	8143	8031	4739	5317	5342	11229	11969	13913	3011	4699	8359	13309	16164
Gramd4	1441	1521	444	632	535	911	2065	2373	1822	2861	3186	1067	1222	521	573	1024
Grap	3163	3012	3144	4912	4051	2263	2652	2291	3197	3925	3624	2091	2951	4601	5377	6211
Grap2	854	761	938	2339	1782	700	751	627	1206	1366	1499	919	1012	2062	2244	2895
Grasp	5250	5999	510	836	707	946	905	768	560	262	186	5962	4201	239	279	386
Grb10	0	34	0	8	0	0	2	48	0	14	36	0	26	2	0	2
Grb14	6	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0
Grb2	8139	8401	5442	5869	5112	7329	9072	7716	4381	5009	4351	9448	9606	5354	6945	7646
Grb7	40	68	246	258	240	66	56	37	128	132	145	26	79	309	354	347
Grcc10	2979	2815	6404	2470	2290	3996	3573	3040	1919	2964	2758	3884	2816	3051	2848	3270
Greb1	0	4	13	0	40	14	71	0	45	62	61	7	30	93	101	214
Greb1l	4	7	9	20	23	10	6	15	25	28	19	11	14	2	27	30
Grem2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Grhl1	73	81	45	10	46	24	0	78	118	80	50	40	69	16	10	48
Grhl2	4	34	22	7	42	1	1	0	68	49	8	4	20	43	22	42
Grhl3	40	42	77	92	98	91	49	59	149	137	77	3	12	29	20	36
Grhpr	635	618	1513	918	687	503	625	411	634	826	695	591	645	952	913	1058
Gria1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
Gria2	0	10	12	12	16	0	1	0	2	0	0	0	1	12	0	5
Gria3	612	697	61	196	111	283	140	171	166	212	195	101	96	53	102	141
Grid1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grid2ip	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Grifin	15	10	27	16	7	13	12	11	21	12	33	30	10	7	10	10
Grik1	0	0	11	12	10	0	0	0	0	0	0	0	0	0	0	0
Grik2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Grik3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
Grik4	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	2
Grik5	12	12	4	16	10	2	37	0	3	36	16	0	2	0	0	14
Grin1	11	5	0	0	1	36	27	69	0	0	0	6	4	0	0	5
Grin1os	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Grin2b	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Grin2c	8	6	0	0	1	0	1	0	0	0	0	0	6	2	0	8
Grin2d	20	5	17	13	1	16	69	46	6	26	13	4	17	5	23	6
Grin3a	12	0	0	0	7	0	0	0	0	0	0	0	1	0	0	2
Grin3b	13	14	3	1	2	13	4	22	1	2	1	5	6	10	4	4
Grina	3875	4993	978	1073	958	3623	4398	4114	973	1083	1231	2533	2645	1213	1422	1675
Grip1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	5	0
Grip1os2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Grip2	11	12	0	16	6	2	0	0	10	0	0	2	8	0	1	1
Gripap1	1118	1021	192	1014	826	607	819	1172	706	934	793	1276	1511	570	830	1150
Grk1	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0
Grk4	35	45	143	152	88	81	157	76	88	112	96	54	95	99	216	206
Grk5	135	131	5	57	44	382	297	386	69	15	43	101	111	55	78	27
Grk6	5912	5602	7421	7416	6881	6367	8332	8365	9036	11539	11773	3797	5365	6232	7552	10608
Grm1	30	24	0	0	6	0	0	0	0	0	0	24	25	0	0	0
Grm2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Grm4	4	0	10	0	13	0	0	30	0	0	0	0	0	0	0	0
Grm5	10	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Grm6	105	178	34	8	6	0	57	15	2	4	1	4	3	0	11	7
Grm7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Grm8	573	616	0	26	0	12	0	2	0	0	0	39	17	0	1	0
Grn	70100	71528	2015	1810	1486	63560	78178	74473	2811	2951	3253	53949	56114	959	1088	1288
Grp	0	4	0	0	0	0	16	2	0	0	0	2	0	0	0	0
Grpel1	3732	3855	8212	5563	4707	4791	3955	3502	4957	7105	4801	4113	4242	5373	5829	6696
Grpel2	557	507	952	812	821	537	407	460	761	855	776	431	658	643	1001	1201
Grpr	1	1	0	3	0	0	0	0	4	0	7	0	1	14	4	0
Grrp1	0	0	4	1	0	0	0	21	0	0	0	0	38	0	0	2
Grsf1	2257	2393	3725	2764	2697	1545	2318	2317	3190	3617	2979	2564	2851	2279	2744	3451
Grtp1	6	11	17	24	1	18	8	13	0	17	0	0	16	14	6	12
Grwd1	1122	1236	1619	1275	1489	1372	1322	1319	1849	3400	2697	1407	1509	1179	1376	1578
Grxcr1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Grxcr2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gsap	2644	2521	70	4	25	1814	2776	2038	165	274	322	3322	3518	17	32	61
Gsc	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Gsc2	0	0	5	0	0	0	1	1	1	1	0	0	2	2	2	0
Gsdma	0	2	1	0	5	31	0	0	0	0	0	0	8	0	5	0
Gsdma3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsdmc2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gsdmc4	0	6	0	2	6	0	0	0	0	0	0	4	1	0	3	2
Gsdmcl2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
